tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
Brisbane,ATP250,2026-01-04,Hard,R32,3,Frances Tiafoe,Aleksandar Vukic,6-2 6-2,30,87.0,1485,693.0
Brisbane,ATP250,2026-01-04,Hard,R32,3,Learner Tien,Camilo Ugo Carabelli,7-6 6-3,26,48.0,1540,1028.0
Brisbane,ATP250,2026-01-05,Hard,R32,3,Sebastian Korda,Valentin Vacherot,7-6 6-3,46,31.0,1090,1469.0
Brisbane,ATP250,2026-01-05,Hard,R32,3,Alex Michelsen,James Duckworth,6-7 7-6 6-3,37,86.0,1300,694.0
Brisbane,ATP250,2026-01-05,Hard,R32,3,Jiri Lehecka,Tomas Machac,6-4 6-7 6-2,19,35.0,2075,1360.0
Brisbane,ATP250,2026-01-05,Hard,R32,3,Kamil Majchrzak,Daniel Altmaier,7-6 6-0,59,44.0,861,1123.0
Brisbane,ATP250,2026-01-05,Hard,R32,3,Quentin Halys,Alexei Popyrin,5-7 6-3 6-4,91,50.0,669,1000.0
Brisbane,ATP250,2026-01-05,Hard,R32,3,Reilly Opelka,Dane Sweeny,6-3 7-5,60,183.0,861,315.0
Brisbane,ATP250,2026-01-05,Hard,R32,3,Daniil Medvedev,Marton Fucsovics,6-2 6-3,13,54.0,2710,949.0
Brisbane,ATP250,2026-01-06,Hard,R32,3,Raphael Collignon,Denis Shapovalov,6-4 6-2,84,23.0,704,1665.0
Brisbane,ATP250,2026-01-06,Hard,R32,3,Brandon Nakashima,Alejandro Davidovich Fokina,7-6 6-4,33,14.0,1380,2585.0
Brisbane,ATP250,2026-01-06,Hard,R32,3,Giovanni Mpetshi Perricard,Tommy Paul,7-6 3-6 7-6,67,20.0,825,2050.0
Brisbane,ATP250,2026-01-06,Hard,R32,3,Aleksandar Kovacevic,Nick Kyrgios,6-3 6-4,58,670.0,877,50.0
Brisbane,ATP250,2026-01-06,Hard,R32,3,Cameron Norrie,Ugo Humbert,1-6 7-6 7-5,28,36.0,1523,1355.0
Brisbane,ATP250,2026-01-06,Hard,R32,3,Rinky Hijikata,Adam Walton,6-3 6-2,111,77.0,546,732.0
Brisbane,ATP250,2026-01-06,Hard,R32,3,Grigor Dimitrov,Pablo Carreno Busta,6-3 6-2,47,92.0,1080,656.0
Brisbane,ATP250,2026-01-07,Hard,R16,3,Alex Michelsen,Learner Tien,6-4 6-2,37,26.0,1300,1540.0
Brisbane,ATP250,2026-01-07,Hard,R16,3,Daniil Medvedev,Frances Tiafoe,6-3 6-2,13,30.0,2710,1485.0
Brisbane,ATP250,2026-01-07,Hard,R16,3,Sebastian Korda,Jiri Lehecka,6-3 1-2 RET,46,19.0,1090,2075.0
Brisbane,ATP250,2026-01-07,Hard,R16,3,Kamil Majchrzak,Reilly Opelka,6-7 7-6 7-6,59,60.0,861,861.0
Brisbane,ATP250,2026-01-08,Hard,R16,3,Aleksandar Kovacevic,Cameron Norrie,7-6 4-6 6-4,58,28.0,877,1523.0
Brisbane,ATP250,2026-01-08,Hard,R16,3,Brandon Nakashima,Quentin Halys,6-2 6-4,33,91.0,1380,669.0
Brisbane,ATP250,2026-01-08,Hard,R16,3,Giovanni Mpetshi Perricard,Rinky Hijikata,4-6 7-6 7-6,67,111.0,825,546.0
Brisbane,ATP250,2026-01-08,Hard,R16,3,Raphael Collignon,Grigor Dimitrov,7-6 6-3,84,47.0,704,1080.0
Brisbane,ATP250,2026-01-09,Hard,QF,3,Aleksandar Kovacevic,Giovanni Mpetshi Perricard,7-6 4-6 6-3,58,67.0,877,825.0
Brisbane,ATP250,2026-01-09,Hard,QF,3,Brandon Nakashima,Raphael Collignon,6-3 6-3,33,84.0,1380,704.0
Brisbane,ATP250,2026-01-09,Hard,QF,3,Alex Michelsen,Sebastian Korda,6-3 7-6,37,46.0,1300,1090.0
Brisbane,ATP250,2026-01-09,Hard,QF,3,Daniil Medvedev,Kamil Majchrzak,6-7 6-3 6-2,13,59.0,2710,861.0
Brisbane,ATP250,2026-01-10,Hard,SF,3,Brandon Nakashima,Aleksandar Kovacevic,7-6 6-4,33,58.0,1380,877.0
Brisbane,ATP250,2026-01-10,Hard,SF,3,Daniil Medvedev,Alex Michelsen,6-4 6-2,13,37.0,2710,1300.0
Brisbane,ATP250,2026-01-11,Hard,F,3,Daniil Medvedev,Brandon Nakashima,6-2 7-6,13,33.0,2710,1380.0
Hong Kong,ATP250,2026-01-05,Hard,R32,3,Nuno Borges,Damir Dzumhur,6-4 6-3,45,65.0,1120,837.0
Hong Kong,ATP250,2026-01-05,Hard,R32,3,Marin Cilic,Adrian Mannarino,6-3 6-2,70,68.0,765,817.0
Hong Kong,ATP250,2026-01-05,Hard,R32,3,Yibing Wu,Fabian Marozsan,6-4 6-2,179,53.0,322,975.0
Hong Kong,ATP250,2026-01-06,Hard,R32,3,Tomas Martin Etcheverry,Valentin Royer,6-4 7-5,57,56.0,895,924.0
Hong Kong,ATP250,2026-01-06,Hard,R32,3,Lorenzo Sonego,Rei Sakamoto,6-2 7-6,39,200.0,1240,292.0
Hong Kong,ATP250,2026-01-06,Hard,R32,3,Alexandre Muller,Miomir Kecmanovic,7-5 6-4,52,51.0,980,1000.0
Hong Kong,ATP250,2026-01-06,Hard,R32,3,Coleman Wong,Mariano Navone,6-3 7-5,150,72.0,406,760.0
Hong Kong,ATP250,2026-01-06,Hard,R32,3,Gabriel Diallo,Jesper De Jong,6-4 7-6,40,71.0,1215,763.0
Hong Kong,ATP250,2026-01-06,Hard,R32,3,Michael Mmoh,Alejandro Tabilo,7-5 6-4,285,81.0,184,717.0
Hong Kong,ATP250,2026-01-06,Hard,R32,3,Botic Van De Zandschulp,Jan Lennard Struff,6-3 1-6 6-1,75,82.0,746,711.0
Hong Kong,ATP250,2026-01-06,Hard,R32,3,Marcos Giron,Laslo Djere,6-2 6-0,64,95.0,845,652.0
Hong Kong,ATP250,2026-01-06,Hard,R32,3,Juncheng Shang,Francisco Comesana,6-4 6-4,406,66.0,115,829.0
Hong Kong,ATP250,2026-01-07,Hard,R16,3,Lorenzo Musetti,Tomas Martin Etcheverry,6-7 6-2 6-4,7,57.0,3990,895.0
Hong Kong,ATP250,2026-01-07,Hard,R16,3,Nuno Borges,Marin Cilic,7-5 6-3,45,70.0,1120,765.0
Hong Kong,ATP250,2026-01-07,Hard,R16,3,Coleman Wong,Gabriel Diallo,1-6 7-5 7-5,150,40.0,406,1215.0
Hong Kong,ATP250,2026-01-07,Hard,R16,3,Andrey Rublev,Yibing Wu,3-6 6-2 6-1,16,179.0,2510,322.0
Hong Kong,ATP250,2026-01-08,Hard,R16,3,Juncheng Shang,Lorenzo Sonego,6-3 6-4,406,39.0,115,1240.0
Hong Kong,ATP250,2026-01-08,Hard,R16,3,Marcos Giron,Alexandre Muller,6-4 7-6,64,52.0,845,980.0
Hong Kong,ATP250,2026-01-08,Hard,R16,3,Michael Mmoh,Karen Khachanov,7-6 7-6,285,17.0,184,2320.0
Hong Kong,ATP250,2026-01-08,Hard,R16,3,Alexander Bublik,Botic Van De Zandschulp,6-3 6-3,11,75.0,2845,746.0
Hong Kong,ATP250,2026-01-09,Hard,QF,3,Lorenzo Musetti,Coleman Wong,6-4 6-4,7,150.0,3990,406.0
Hong Kong,ATP250,2026-01-09,Hard,QF,3,Andrey Rublev,Nuno Borges,6-3 6-4,16,45.0,2510,1120.0
Hong Kong,ATP250,2026-01-09,Hard,QF,3,Alexander Bublik,Juncheng Shang,6-1 7-6,11,406.0,2845,115.0
Hong Kong,ATP250,2026-01-09,Hard,QF,3,Marcos Giron,Michael Mmoh,6-3 1-0 RET,64,285.0,845,184.0
Hong Kong,ATP250,2026-01-10,Hard,SF,3,Lorenzo Musetti,Andrey Rublev,6-7 7-5 6-4,7,16.0,3990,2510.0
Hong Kong,ATP250,2026-01-10,Hard,SF,3,Alexander Bublik,Marcos Giron,3-6 6-4 6-2,11,64.0,2845,845.0
Hong Kong,ATP250,2026-01-11,Hard,F,3,Alexander Bublik,Lorenzo Musetti,7-6 6-3,11,7.0,2845,3990.0
Adelaide,ATP250,2026-01-12,Hard,R32,3,Reilly Opelka,Alexei Popyrin,6-3 7-6,62,49.0,873,1000.0
Adelaide,ATP250,2026-01-12,Hard,R32,3,Jaume Munar,Daniel Altmaier,6-3 6-0,38,44.0,1295,1123.0
