tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
Dublin,A,1970-07-06,Grass,R32,3,Graham Stilwell,Kenneth Reid,6-0 6-4,,,,
Dublin,A,1970-07-06,Grass,R32,3,Harry Sheridan,B Sweeney,6-2 6-4,,,,
Dublin,A,1970-07-06,Grass,R32,3,Tony Roche,Jim Buckley,6-0 6-0,,,,
Dublin,A,1970-07-06,Grass,R32,3,Marty Riessen,Frank Mcardle,6-1 6-2,,,,
Dublin,A,1970-07-06,Grass,R32,3,Tom Okker,T Grane,6-2 6-0,,,,
Dublin,A,1970-07-06,Grass,R32,3,Jaidip Mukerjea,James Mcardle,6-2 6-2,,,,
Dublin,A,1970-07-06,Grass,R32,3,John Mcgrath,D O'Keefe,11-9 6-2,,,,
Dublin,A,1970-07-06,Grass,R32,3,John Mcdonald,Ronan Fearon,6-1 6-1,,,,
Dublin,A,1970-07-06,Grass,R32,3,Premjit Lall,J Williamson,6-0 6-2,,,,
Dublin,A,1970-07-06,Grass,R32,3,Peter Jackson,John Mulvey,6-0 6-1,,,,
Dublin,A,1970-07-06,Grass,R32,3,Bob Howe,Gerry Doherty,6-2 6-2,,,,
Dublin,A,1970-07-06,Grass,R32,3,Bob Hewitt,J Young,6-3 6-3,,,,
Dublin,A,1970-07-06,Grass,R32,3,Ismail El Shafei,Anthony Brennan,6-0 6-2,,,,
Dublin,A,1970-07-06,Grass,R32,3,Desmond Early,J Drury Byrne,6-4 9-7,,,,
Dublin,A,1970-07-06,Grass,R32,3,Bill Bowrey,C Ryan,6-1 6-1,,,,
Dublin,A,1970-07-06,Grass,R16,3,Graham Stilwell,Jaidip Mukerjea,4-6 6-2 6-1,,,,
Dublin,A,1970-07-06,Grass,R16,3,Tony Roche,Harry Sheridan,6-3 6-0,,,,
Dublin,A,1970-07-06,Grass,R16,3,Marty Riessen,John Mcgrath,6-2 6-3,,,,
Dublin,A,1970-07-06,Grass,R16,3,Tom Okker,Peter Jackson,6-2 6-1,,,,
Dublin,A,1970-07-06,Grass,R16,3,Rod Laver,Desmond Early,6-2 7-5,,,,
Dublin,A,1970-07-06,Grass,R16,3,Bob Hewitt,John Mcdonald,6-3 6-2,,,,
Dublin,A,1970-07-06,Grass,R16,3,Ismail El Shafei,Bob Howe,6-2 6-1,,,,
Dublin,A,1970-07-06,Grass,R16,3,Bill Bowrey,Premjit Lall,9-7 6-0,,,,
Dublin,A,1970-07-06,Grass,QF,3,Tony Roche,Bill Bowrey,5-7 7-5 6-2,,,,
Dublin,A,1970-07-06,Grass,QF,3,Marty Riessen,Ismail El Shafei,9-11 6-3 6-2,,,,
Dublin,A,1970-07-06,Grass,QF,3,Tom Okker,Bob Hewitt,6-3 7-5,,,,
Dublin,A,1970-07-06,Grass,QF,3,Rod Laver,Graham Stilwell,6-3 6-3,,,,
Dublin,A,1970-07-06,Grass,SF,3,Tony Roche,Marty Riessen,6-8 6-4 6-3,,,,
Dublin,A,1970-07-06,Grass,SF,3,Rod Laver,Tom Okker,3-6 6-3 6-2,,,,
Dublin,A,1970-07-06,Grass,F,3,Tony Roche,Rod Laver,6-3 6-1,,,,
Merion,A,1970-08-17,Grass,R64,3,Tito Vazquez,William Brown,5-7 6-2 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Allan Stone,Ken Stuart,6-1 6-2,,,,
Merion,A,1970-08-17,Grass,R64,3,Chum Steele Iii,Bob Alloo,6-1 6-7 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Butch Seewagen,Lito Alvarez,6-3 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Ray Ruffels,Fred Mcnair,7-6 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Jean Loup Rouyer,Dick Dell,7-6 7-6,,,,
Merion,A,1970-08-17,Grass,R64,3,Haroon Rahim,Charles Owens,6-3 6-4,,,,
Merion,A,1970-08-17,Grass,R64,3,Onny Parun,Mike Machette,6-1 7-6,,,,
Merion,A,1970-08-17,Grass,R64,3,Jim Osborne,Roscoe Tanner,7-6 7-5,,,,
Merion,A,1970-08-17,Grass,R64,3,Frew Mcmillan,Terry Hassall,6-3 6-2,,,,
Merion,A,1970-08-17,Grass,R64,3,Jim Mcmanus,G Turner Howard,6-3 7-6,,,,
Merion,A,1970-08-17,Grass,R64,3,Robert Mckinley,Richard Russell,7-5 6-2,,,,
Merion,A,1970-08-17,Grass,R64,3,Sandy Mayer,Ron Bohrnstedt,6-4 7-6,,,,
Merion,A,1970-08-17,Grass,R64,3,Joaquin Loyo Mayo,Dick Stockton,6-7 6-3 7-6,,,,
Merion,A,1970-08-17,Grass,R64,3,Marcello Lara,Tom Edlefsen,6-2 6-4,,,,
Merion,A,1970-08-17,Grass,R64,3,Premjit Lall,Steve Faulk,3-6 6-3 6-2,,,,
Merion,A,1970-08-17,Grass,R64,3,Stepan Koudelka,Lamar Roemer,5-7 6-3 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Tom Gorman,Tom Mozur,7-6 6-4,,,,
Merion,A,1970-08-17,Grass,R64,3,Paul Gerken,Frank Froehling,7-6 6-4,,,,
Merion,A,1970-08-17,Grass,R64,3,John Gardner,Georges Goven,6-2 6-2,,,,
Merion,A,1970-08-17,Grass,R64,3,Jaime Fillol,Robert Kreiss,6-2 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Brian Fairlie,Mike Kreiss,6-4 6-2,,,,
Merion,A,1970-08-17,Grass,R64,3,Mike Estep,Brian Gottfried,6-4 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Cliff Drysdale,David Cantrell,6-2 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Peter Curtis,Jeff Austin,6-2 2-6 6-1,,,,
Merion,A,1970-08-17,Grass,R64,3,Dick Crealy,Dave Bohrnstedt,7-6 6-1,,,,
Merion,A,1970-08-17,Grass,R64,3,John Cooper,Alan Koth,7-6 6-2,,,,
Merion,A,1970-08-17,Grass,R64,3,Jimmy Connors,Jean Baptiste Chanfreau,6-4 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Bob Carmichael,William Krulewitz,6-3 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Bill Bowrey,Tom Leonard,7-6 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Jeff Borowiak,Patricio Cornejo,6-4 6-3,,,,
Merion,A,1970-08-17,Grass,R64,3,Roy Barth,Pancho Walthall,6-3 6-4,,,,
Merion,A,1970-08-17,Grass,R32,3,Ray Ruffels,Premjit Lall,6-3 6-3,,,,
Merion,A,1970-08-17,Grass,R32,3,Haroon Rahim,Tom Gorman,6-7 7-6 7-6,,,,
Merion,A,1970-08-17,Grass,R32,3,Onny Parun,John Cooper,6-3 2-6 6-4,,,,
Merion,A,1970-08-17,Grass,R32,3,Jim Osborne,Roy Barth,7-5 7-5,,,,
Merion,A,1970-08-17,Grass,R32,3,Frew Mcmillan,Stepan Koudelka,5-7 6-4 6-4,,,,
