tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
Dublin,A,1969-07-07,Grass,R32,3,Torben Ulrich,Desmond Early,6-0 6-2,,,,
Dublin,A,1969-07-07,Grass,R32,3,Roger Taylor,Dennis Foley,6-1 6-2,,,,
Dublin,A,1969-07-07,Grass,R32,3,Ray Ruffels,Peter Ledbetter,6-0 6-2,,,,
Dublin,A,1969-07-07,Grass,R32,3,Kenneth Reid,P Coyle,6-3 6-4,,,,
Dublin,A,1969-07-07,Grass,R32,3,Nikola Pilic,G Doughty,6-3 6-4,,,,
Dublin,A,1969-07-07,Grass,R32,3,Frew Mcmillan,John Mulvey,6-2 6-0,,,,
Dublin,A,1969-07-07,Grass,R32,3,John Mcgrath,Ronan Fearon,6-3 6-3,,,,
Dublin,A,1969-07-07,Grass,R32,3,Robert Maud,Noel Lennon,6-1 6-1,,,,
Dublin,A,1969-07-07,Grass,R32,3,Peter Jackson,Paul Fitz Simmons,6-1 6-2,,,,
Dublin,A,1969-07-07,Grass,R32,3,Bob Howe,Jimmy Casey,6-1 6-1,,,,
Dublin,A,1969-07-07,Grass,R32,3,Bob Hewitt,J Drury Byrne,6-1 6-0,,,,
Dublin,A,1969-07-07,Grass,R32,3,Roy Emerson,James Mcardle,6-4 6-1,,,,
Dublin,A,1969-07-07,Grass,R32,3,Owen Davidson,Harry Barniville,6-3 6-3,,,,
Dublin,A,1969-07-07,Grass,R32,3,Jim Buckley,B Moran,6-1 6-2,,,,
Dublin,A,1969-07-07,Grass,R32,3,Chris Bovett,K Kelkher,6-2 6-3,,,,
Dublin,A,1969-07-07,Grass,R32,3,Mal Anderson,J Walsh,6-3 6-3,,,,
Dublin,A,1969-07-07,Grass,R16,3,Torben Ulrich,Chris Bovett,6-2 6-2,,,,
Dublin,A,1969-07-07,Grass,R16,3,Roger Taylor,Kenneth Reid,6-4 6-3,,,,
Dublin,A,1969-07-07,Grass,R16,3,Ray Ruffels,Jim Buckley,6-4 6-2,,,,
Dublin,A,1969-07-07,Grass,R16,3,Nikola Pilic,Bob Howe,6-4 6-4,,,,
Dublin,A,1969-07-07,Grass,R16,3,Bob Hewitt,John Mcgrath,6-3 6-3,,,,
Dublin,A,1969-07-07,Grass,R16,3,Roy Emerson,Peter Jackson,6-0 7-5,,,,
Dublin,A,1969-07-07,Grass,R16,3,Owen Davidson,Robert Maud,6-2 6-4,,,,
Dublin,A,1969-07-07,Grass,R16,3,Mal Anderson,Frew Mcmillan,6-4 6-2,,,,
Dublin,A,1969-07-07,Grass,QF,3,Roger Taylor,Mal Anderson,13-11 6-2,,,,
Dublin,A,1969-07-07,Grass,QF,3,Nikola Pilic,Ray Ruffels,2-6 8-6 6-3,,,,
Dublin,A,1969-07-07,Grass,QF,3,Bob Hewitt,Owen Davidson,6-3 2-6 7-5,,,,
Dublin,A,1969-07-07,Grass,QF,3,Roy Emerson,Torben Ulrich,6-2 6-4,,,,
Dublin,A,1969-07-07,Grass,SF,3,Nikola Pilic,Roy Emerson,4-6 7-5 6-3,,,,
Dublin,A,1969-07-07,Grass,SF,3,Bob Hewitt,Roger Taylor,6-0 6-3,,,,
Dublin,A,1969-07-07,Grass,F,3,Bob Hewitt,Nikola Pilic,6-3 6-2,,,,
New York,A,1969-03-24,Carpet,R32,3,Manuel Santana,Tony Palafox,6-0 6-3,,,,
New York,A,1969-03-24,Carpet,R32,3,Tony Roche,Brian Fairlie,6-3 1-6 6-4,,,,
New York,A,1969-03-24,Carpet,R32,3,Marty Riessen,Ray Ruffels,6-2 6-1,,,,
New York,A,1969-03-24,Carpet,R32,3,Cliff Richey,Rod Laver,6-4 3-6 6-3,,,,
New York,A,1969-03-24,Carpet,R32,3,Charlie Pasarell,Dennis Ralston,8-6 3-6 6-3,,,,
