tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
Brisbane,WTA500,2024-12-29,Hard,R64,3,Renata Zarazua,Viktoriya Tomova,6-0 6-3,75.0,53.0,882.0,1047.0
Brisbane,WTA500,2024-12-29,Hard,R64,3,Elina Avanesyan,Rebecca Sramkova,1-6 6-2 6-2,43.0,46.0,1182.0,1166.0
Brisbane,WTA500,2024-12-29,Hard,R64,3,Anna Blinkova,Sara Bejlek,6-1 7-6,77.0,161.0,866.0,441.0
Brisbane,WTA500,2024-12-29,Hard,R64,3,Marie Bouzkova,Talia Gibson,7-6 3-6 6-3,44.0,148.0,1178.0,487.0
Brisbane,WTA500,2024-12-29,Hard,R64,3,Mccartney Kessler,Magda Linette,6-4 6-4,67.0,38.0,924.0,1376.0
Brisbane,WTA500,2024-12-30,Hard,R64,3,Kimberly Birrell,Priscilla Hon,3-6 7-5 6-2,113.0,167.0,654.0,427.0
Brisbane,WTA500,2024-12-30,Hard,R64,3,Peyton Stearns,Veronika Kudermetova,6-2 6-3,47.0,72.0,1139.0,888.0
Brisbane,WTA500,2024-12-30,Hard,R64,3,Anhelina Kalinina,Yafan Wang,6-4 2-0 RET,55.0,61.0,1030.0,983.0
Brisbane,WTA500,2024-12-30,Hard,R64,3,Polina Kudermetova,Xiyu Wang,6-1 6-3,107.0,37.0,701.0,1418.0
Brisbane,WTA500,2024-12-30,Hard,R64,3,Anca Alexia Todoni,Cristina Bucsa,7-6 6-2,118.0,103.0,635.0,755.0
Brisbane,WTA500,2024-12-30,Hard,R64,3,Yue Yuan,Arantxa Rus,6-2 6-4,49.0,76.0,1082.0,871.0
Brisbane,WTA500,2024-12-30,Hard,R64,3,Anastasia Potapova,Ana Bogdan,2-6 6-4 2-0 RET,35.0,114.0,1482.0,653.0
Brisbane,WTA500,2024-12-30,Hard,R64,3,Ons Jabeur,Saisai Zheng,7-6 6-4,42.0,692.0,1226.0,49.0
Brisbane,WTA500,2024-12-31,Hard,R32,3,Elina Avanesyan,Paula Badosa,6-3 1-6 6-2,43.0,12.0,1182.0,2908.0
Brisbane,WTA500,2024-12-31,Hard,R32,3,Yulia Putintseva,Mccartney Kessler,6-2 7-5,29.0,67.0,1844.0,924.0
Brisbane,WTA500,2024-12-31,Hard,R32,3,Ashlyn Krueger,Anna Kalinskaya,6-3 6-3,64.0,14.0,969.0,2743.0
Brisbane,WTA500,2024-12-31,Hard,R32,3,Aryna Sabalenka,Renata Zarazua,6-4 6-0,1.0,75.0,9416.0,882.0
Brisbane,WTA500,2024-12-31,Hard,R32,3,Mirra Andreeva,Anna Blinkova,6-4 6-4,16.0,77.0,2578.0,866.0
Brisbane,WTA500,2024-12-31,Hard,R32,3,Marie Bouzkova,Jelena Ostapenko,7-6 6-4,44.0,15.0,1178.0,2588.0
Brisbane,WTA500,2024-12-31,Hard,R32,3,Ons Jabeur,Ekaterina Alexandrova,6-3 6-2,42.0,28.0,1226.0,1848.0
Brisbane,WTA500,2024-12-31,Hard,R32,3,Anhelina Kalinina,Diana Shnaider,6-3 4-6 6-1,55.0,13.0,1030.0,2895.0
Brisbane,WTA500,2025-01-01,Hard,R32,3,Kimberly Birrell,Emma Navarro,7-5 7-5,113.0,8.0,654.0,3589.0
Brisbane,WTA500,2025-01-01,Hard,R32,3,Polina Kudermetova,Liudmila Samsonova,6-7 6-3 6-2,107.0,27.0,701.0,1885.0
Brisbane,WTA500,2025-01-01,Hard,R32,3,Daria Kasatkina,Peyton Stearns,7-6 4-6 7-5,9.0,47.0,3368.0,1139.0
Brisbane,WTA500,2025-01-01,Hard,R32,3,Anastasia Potapova,Dayana Yastremska,7-5 6-4,35.0,33.0,1482.0,1565.0
Brisbane,WTA500,2025-01-01,Hard,R32,3,Suzan Lamens,Magdalena Frech,7-5 6-3,87.0,25.0,821.0,1928.0
Brisbane,WTA500,2025-01-01,Hard,R32,3,Yue Yuan,Marta Kostyuk,6-4 6-3,49.0,18.0,1082.0,2493.0
Brisbane,WTA500,2025-01-01,Hard,R32,3,Victoria Azarenka,Maya Joint,6-7 6-2 6-4,20.0,116.0,2127.0,645.0
Brisbane,WTA500,2025-01-01,Hard,R32,3,Linda Noskova,Anca Alexia Todoni,6-1 6-4,26.0,118.0,1913.0,635.0
Brisbane,WTA500,2025-01-02,Hard,R16,3,Kimberly Birrell,Anastasia Potapova,7-6 6-2,113.0,35.0,654.0,1482.0
Brisbane,WTA500,2025-01-02,Hard,R16,3,Ashlyn Krueger,Suzan Lamens,7-5 6-0,64.0,87.0,969.0,821.0
Brisbane,WTA500,2025-01-02,Hard,R16,3,Polina Kudermetova,Daria Kasatkina,1-6 6-2 7-5,107.0,9.0,701.0,3368.0
Brisbane,WTA500,2025-01-02,Hard,R16,3,Anhelina Kalinina,Yue Yuan,6-1 6-4,55.0,49.0,1030.0,1082.0
Brisbane,WTA500,2025-01-02,Hard,R16,3,Mirra Andreeva,Linda Noskova,6-3 6-0,16.0,26.0,2578.0,1913.0
Brisbane,WTA500,2025-01-02,Hard,R16,3,Ons Jabeur,Elina Avanesyan,6-4 1-6 6-4,42.0,43.0,1226.0,1182.0
Brisbane,WTA500,2025-01-02,Hard,R16,3,Marie Bouzkova,Victoria Azarenka,6-4 6-4,44.0,20.0,1178.0,2127.0
Brisbane,WTA500,2025-01-02,Hard,R16,3,Aryna Sabalenka,Yulia Putintseva,7-6 6-4,1.0,29.0,9416.0,1844.0
Brisbane,WTA500,2025-01-03,Hard,QF,3,Anhelina Kalinina,Kimberly Birrell,4-6 6-1 7-5,55.0,113.0,1030.0,654.0
Brisbane,WTA500,2025-01-03,Hard,QF,3,Mirra Andreeva,Ons Jabeur,6-4 7-6,16.0,42.0,2578.0,1226.0
Brisbane,WTA500,2025-01-03,Hard,QF,3,Polina Kudermetova,Ashlyn Krueger,7-6 6-3,107.0,64.0,701.0,969.0
Brisbane,WTA500,2025-01-03,Hard,QF,3,Aryna Sabalenka,Marie Bouzkova,6-3 6-4,1.0,44.0,9416.0,1178.0
Brisbane,WTA500,2025-01-04,Hard,SF,3,Polina Kudermetova,Anhelina Kalinina,6-4 6-3,107.0,55.0,701.0,1030.0
Brisbane,WTA500,2025-01-04,Hard,SF,3,Aryna Sabalenka,Mirra Andreeva,6-3 6-2,1.0,16.0,9416.0,2578.0
Brisbane,WTA500,2025-01-05,Hard,F,3,Aryna Sabalenka,Polina Kudermetova,4-6 6-3 6-2,1.0,107.0,9416.0,701.0
Adelaide,WTA500,2025-01-06,Hard,R32,3,Yulia Putintseva,Donna Vekic,6-2 6-3,25.0,19.0,1894.0,2228.0
Adelaide,WTA500,2025-01-06,Hard,R32,3,Emerson Jones,Xiyu Wang,6-4 6-0,371.0,37.0,163.0,1418.0
Adelaide,WTA500,2025-01-06,Hard,R32,3,Ekaterina Alexandrova,Leylah Fernandez,6-4 3-6 6-2,27.0,31.0,1848.0,1755.0
Adelaide,WTA500,2025-01-06,Hard,R32,3,Daria Kasatkina,Olivia Gadecki,6-2 6-3,9.0,106.0,3368.0,725.0
Adelaide,WTA500,2025-01-06,Hard,R32,3,Marketa Vondrousova,Anastasia Pavlyuchenkova,6-4 6-7 6-2,39.0,28.0,1343.0,1807.0
Adelaide,WTA500,2025-01-06,Hard,R32,3,Paula Badosa,Peyton Stearns,6-7 6-3 7-5,12.0,47.0,2908.0,1171.0
Adelaide,WTA500,2025-01-07,Hard,R32,3,Madison Keys,Beatriz Haddad Maia,6-2 6-1,20.0,16.0,2180.0,2554.0
Adelaide,WTA500,2025-01-07,Hard,R32,3,Maria Sakkari,Linda Noskova,6-3 6-3,32.0,30.0,1654.0,1778.0
Adelaide,WTA500,2025-01-07,Hard,R32,3,Liudmila Samsonova,Marie Bouzkova,1-6 6-4 6-1,26.0,42.0,1885.0,1262.0
Adelaide,WTA500,2025-01-07,Hard,R32,3,Jelena Ostapenko,Magdalena Frech,4-6 6-1 6-1,17.0,24.0,2481.0,1928.0
Adelaide,WTA500,2025-01-07,Hard,R32,3,Diana Shnaider,Katerina Siniakova,6-3 0-6 6-0,13.0,46.0,2895.0,1177.0
Adelaide,WTA500,2025-01-07,Hard,R32,3,Ashlyn Krueger,Marta Kostyuk,4-6 6-2 6-2,54.0,18.0,1050.0,2471.0
Adelaide,WTA500,2025-01-07,Hard,R32,3,Belinda Bencic,Anna Kalinskaya,6-2 1-0 RET,421.0,14.0,138.0,2721.0
Adelaide,WTA500,2025-01-07,Hard,R32,3,Ons Jabeur,Danielle Collins,7-6 6-2,40.0,11.0,1334.0,3147.0
Adelaide,WTA500,2025-01-08,Hard,R16,3,Emma Navarro,Ekaterina Alexandrova,7-6 6-4,8.0,27.0,3551.0,1848.0
Adelaide,WTA500,2025-01-08,Hard,R16,3,Jessica Pegula,Maria Sakkari,6-4 6-1,7.0,32.0,4671.0,1654.0
Adelaide,WTA500,2025-01-08,Hard,R16,3,Liudmila Samsonova,Belinda Bencic,7-6 4-6 6-4,26.0,421.0,1885.0,138.0
Adelaide,WTA500,2025-01-08,Hard,R16,3,Ashlyn Krueger,Paula Badosa,7-6 6-7 6-2,54.0,12.0,1050.0,2908.0
Adelaide,WTA500,2025-01-08,Hard,R16,3,Diana Shnaider,Marketa Vondrousova,4-6 1-1 RET,13.0,39.0,2895.0,1343.0
Adelaide,WTA500,2025-01-08,Hard,R16,3,Madison Keys,Jelena Ostapenko,3-6 6-4 6-3,20.0,17.0,2180.0,2481.0
Adelaide,WTA500,2025-01-08,Hard,R16,3,Yulia Putintseva,Ons Jabeur,6-2 6-4,25.0,40.0,1894.0,1334.0
Adelaide,WTA500,2025-01-08,Hard,R16,3,Daria Kasatkina,Emerson Jones,7-5 6-3,9.0,371.0,3368.0,163.0
Adelaide,WTA500,2025-01-09,Hard,QF,3,Liudmila Samsonova,Emma Navarro,6-4 6-4,26.0,8.0,1885.0,3551.0
Adelaide,WTA500,2025-01-09,Hard,QF,3,Jessica Pegula,Ashlyn Krueger,6-4 2-0 RET,7.0,54.0,4671.0,1050.0
Adelaide,WTA500,2025-01-09,Hard,QF,3,Madison Keys,Daria Kasatkina,6-1 6-3,20.0,9.0,2180.0,3368.0
Adelaide,WTA500,2025-01-09,Hard,QF,3,Yulia Putintseva,Diana Shnaider,7-6 6-7 6-4,25.0,13.0,1894.0,2895.0
Adelaide,WTA500,2025-01-10,Hard,SF,3,Madison Keys,Liudmila Samsonova,5-7 7-5 3-0 RET,20.0,26.0,2180.0,1885.0
Adelaide,WTA500,2025-01-10,Hard,SF,3,Jessica Pegula,Yulia Putintseva,7-6 6-3,7.0,25.0,4671.0,1894.0
Adelaide,WTA500,2025-01-11,Hard,F,3,Madison Keys,Jessica Pegula,6-3 4-6 6-1,20.0,7.0,2180.0,4671.0
Hobart,WTA250,2025-01-06,Hard,R32,3,Mccartney Kessler,Rebecca Sramkova,6-3 7-5,67.0,49.0,938.0,1166.0
Hobart,WTA250,2025-01-06,Hard,R32,3,Elina Avanesyan,Xiyu Wang,6-3 7-5,44.0,108.0,1212.0,706.0
Hobart,WTA250,2025-01-06,Hard,R32,3,Anna Bondar,Mayar Sherif,7-5 6-4,97.0,65.0,786.0,955.0
Hobart,WTA250,2025-01-06,Hard,R32,3,Maria Lourdes Carle,Jessica Bouzas Maneiro,6-3 3-6 6-0,96.0,52.0,797.0,1057.0
Hobart,WTA250,2025-01-06,Hard,R32,3,Greet Minnen,Viktoriya Tomova,7-5 6-3,94.0,56.0,800.0,1047.0
Hobart,WTA250,2025-01-06,Hard,R32,3,Camila Osorio,Yue Yuan,6-2 6-3,61.0,51.0,989.0,1142.0
Hobart,WTA250,2025-01-06,Hard,R32,3,Veronika Kudermetova,Elisabetta Cocciaretto,7-5 6-0,77.0,55.0,888.0,1048.0
Hobart,WTA250,2025-01-07,Hard,R32,3,Anna Blinkova,Bernarda Pera,7-5 6-4,75.0,70.0,898.0,920.0
Hobart,WTA250,2025-01-07,Hard,R32,3,Ann Li,Sloane Stephens,7-5 6-1,91.0,84.0,808.0,851.0
Hobart,WTA250,2025-01-07,Hard,R32,3,Dayana Yastremska,Katie Volynets,2-6 6-4 6-1,33.0,59.0,1541.0,996.0
Hobart,WTA250,2025-01-07,Hard,R32,3,Sofia Kenin,Lulu Sun,4-6 6-3 6-3,81.0,43.0,868.0,1253.0
Hobart,WTA250,2025-01-07,Hard,R32,3,Maya Joint,Olga Danilovic,6-2 6-3,118.0,53.0,650.0,1055.0
Hobart,WTA250,2025-01-07,Hard,R32,3,Magda Linette,Varvara Gracheva,6-3 3-6 6-4,38.0,69.0,1376.0,925.0
Hobart,WTA250,2025-01-07,Hard,R32,3,Renata Zarazua,Lucia Bronzetti,6-4 6-3,76.0,78.0,898.0,885.0
Hobart,WTA250,2025-01-07,Hard,R32,3,Amanda Anisimova,Daria Saville,6-3 6-3,36.0,112.0,1432.0,676.0
Hobart,WTA250,2025-01-07,Hard,R32,3,Elise Mertens,Nuria Parrizas Diaz,6-3 6-1,34.0,104.0,1524.0,737.0
Hobart,WTA250,2025-01-08,Hard,R16,3,Sofia Kenin,Anna Blinkova,6-2 3-6 6-2,81.0,75.0,868.0,898.0
Hobart,WTA250,2025-01-08,Hard,R16,3,Mccartney Kessler,Maria Lourdes Carle,6-2 6-2,67.0,96.0,938.0,797.0
Hobart,WTA250,2025-01-08,Hard,R16,3,Maya Joint,Magda Linette,6-1 6-1,118.0,38.0,650.0,1376.0
Hobart,WTA250,2025-01-08,Hard,R16,3,Elina Avanesyan,Greet Minnen,6-2 6-2,44.0,94.0,1212.0,800.0
Hobart,WTA250,2025-01-08,Hard,R16,3,Dayana Yastremska,Ann Li,1-6 7-5 6-2,33.0,91.0,1541.0,808.0
Hobart,WTA250,2025-01-08,Hard,R16,3,Veronika Kudermetova,Camila Osorio,6-4 6-1,77.0,61.0,888.0,989.0
Hobart,WTA250,2025-01-08,Hard,R16,3,Amanda Anisimova,Anna Bondar,6-3 6-4,36.0,97.0,1432.0,786.0
Hobart,WTA250,2025-01-08,Hard,R16,3,Elise Mertens,Renata Zarazua,6-4 6-3,34.0,76.0,1524.0,898.0
Hobart,WTA250,2025-01-09,Hard,QF,3,Mccartney Kessler,Dayana Yastremska,7-5 6-4,67.0,33.0,938.0,1541.0
Hobart,WTA250,2025-01-09,Hard,QF,3,Elina Avanesyan,Amanda Anisimova,W/O,44.0,36.0,1212.0,1432.0
Hobart,WTA250,2025-01-09,Hard,QF,3,Maya Joint,Sofia Kenin,6-3 6-1,118.0,81.0,650.0,868.0
Hobart,WTA250,2025-01-09,Hard,QF,3,Elise Mertens,Veronika Kudermetova,6-1 0-6 6-2,34.0,77.0,1524.0,888.0
Hobart,WTA250,2025-01-10,Hard,SF,3,Mccartney Kessler,Elina Avanesyan,4-6 6-3 6-4,67.0,44.0,938.0,1212.0
Hobart,WTA250,2025-01-10,Hard,SF,3,Elise Mertens,Maya Joint,6-2 6-3,34.0,118.0,1524.0,650.0
Hobart,WTA250,2025-01-11,Hard,F,3,Mccartney Kessler,Elise Mertens,6-4 3-6 6-0,67.0,34.0,938.0,1524.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Mirra Andreeva,Marie Bouzkova,6-3 6-3,15.0,43.0,2665.0,1262.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Leylah Fernandez,Yuliia Starodubtseva,7-5 6-4,29.0,100.0,1755.0,750.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Suzan Lamens,Veronika Erjavec,7-5 7-6,77.0,171.0,879.0,432.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Tatjana Maria,Bernarda Pera,7-6 6-4,90.0,78.0,826.0,877.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Qinwen Zheng,Anca Alexia Todoni,7-6 6-1,5.0,111.0,5325.0,690.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Donna Vekic,Diane Parry,6-4 6-4,19.0,66.0,2228.0,950.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Paula Badosa,Xiyu Wang,6-3 7-6,12.0,37.0,2958.0,1413.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Clara Tauson,Linda Noskova,5-7 6-3 6-4,42.0,28.0,1271.0,1778.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Jessica Bouzas Maneiro,Sonay Kartal,6-1 7-6,54.0,87.0,1057.0,836.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Aryna Sabalenka,Sloane Stephens,6-3 6-2,1.0,81.0,9656.0,851.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Cristina Bucsa,Chloe Paquet,6-2 6-3,110.0,122.0,690.0,593.0
Australian Open,Grand Slam,2025-01-12,Hard,R128,3,Anna Blinkova,Daria Saville,1-6 6-4 7-5,73.0,124.0,898.0,587.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Jodie Burrage,Leolia Jeanjean,6-2 6-4,173.0,149.0,425.0,486.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Laura Siegemund,Hailey Baptiste,4-6 7-5 6-4,97.0,88.0,786.0,834.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Liudmila Samsonova,Kamilla Rakhimova,6-2 6-4,21.0,62.0,2070.0,987.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Olga Danilovic,Arantxa Rus,6-4 6-4,55.0,79.0,1055.0,874.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Talia Gibson,Zeynep Sonmez,3-6 7-6 6-1,150.0,94.0,480.0,807.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Rebecca Sramkova,Katie Volynets,3-6 6-2 6-2,49.0,60.0,1166.0,996.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Diana Shnaider,Elisabetta Cocciaretto,7-6 6-4,13.0,56.0,2895.0,1048.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Moyuka Uchijima,Magda Linette,4-6 6-2 7-6,63.0,40.0,981.0,1376.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Ajla Tomljanovic,Ashlyn Krueger,6-4 4-6 6-4,114.0,52.0,667.0,1141.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Coco Gauff,Sofia Kenin,6-3 6-3,3.0,74.0,6888.0,892.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Magdalena Frech,Polina Kudermetova,6-4 6-4,26.0,57.0,1910.0,1036.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Elina Svitolina,Sorana Cirstea,6-4 6-4,27.0,71.0,1779.0,913.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Lucia Bronzetti,Victoria Azarenka,6-2 7-6,76.0,24.0,885.0,1992.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Harriet Dart,Jana Fett,7-5 2-6 7-6,112.0,133.0,675.0,545.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Caroline Dolehide,Sara Bejlek,7-6 6-2,83.0,155.0,844.0,466.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Iga Swiatek,Katerina Siniakova,6-3 6-4,2.0,50.0,8120.0,1152.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Anastasia Potapova,Tamara Zidansek,6-2 7-5,36.0,180.0,1434.0,390.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Belinda Bencic,Jelena Ostapenko,6-3 7-6,294.0,22.0,223.0,2041.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Anastasia Pavlyuchenkova,Yue Yuan,6-4 4-6 6-3,32.0,53.0,1675.0,1086.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Jule Niemeier,Maja Chwalinska,6-0 6-1,93.0,126.0,817.0,574.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Jessica Pegula,Maya Joint,6-3 6-0,6.0,105.0,4801.0,734.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Jaqueline Cristian,Petra Martic,6-2 4-6 7-6,82.0,131.0,847.0,556.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Marta Kostyuk,Nao Hibino,3-6 6-3 6-1,18.0,141.0,2364.0,517.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Elise Mertens,Viktorija Golubic,4-6 7-6 6-4,34.0,95.0,1524.0,797.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Destanee Aiava,Greet Minnen,5-7 7-5 7-6,195.0,91.0,352.0,823.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Karolina Muchova,Nadia Podoroska,6-1 6-1,20.0,96.0,2079.0,787.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Danielle Collins,Daria Snigur,7-6 6-3,11.0,138.0,3147.0,527.0
Australian Open,Grand Slam,2025-01-13,Hard,R128,3,Naomi Osaka,Caroline Garcia,6-3 3-6 6-3,51.0,67.0,1145.0,944.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Beatriz Haddad Maia,Julia Riera,4-6 7-5 6-2,17.0,146.0,2554.0,495.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Xiyu Wang,Julia Grabher,6-1 7-5,108.0,415.0,706.0,142.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Yafan Wang,Anna Bondar,3-6 6-3 6-4,64.0,92.0,969.0,821.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Emma Raducanu,Ekaterina Alexandrova,7-6 7-6,61.0,31.0,995.0,1713.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Erika Andreeva,Saisai Zheng,6-1 7-6,86.0,681.0,838.0,51.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Amanda Anisimova,Maria Lourdes Carle,6-2 6-3,35.0,89.0,1486.0,829.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Daria Kasatkina,Viktoriya Tomova,6-1 6-3,10.0,58.0,3151.0,1013.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Emma Navarro,Peyton Stearns,6-7 7-6 7-5,8.0,46.0,3409.0,1198.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Iva Jovic,Nuria Parrizas Diaz,6-2 6-1,191.0,99.0,361.0,753.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Dayana Yastremska,Mayar Sherif,6-1 6-4,33.0,65.0,1594.0,955.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Eva Lys,Kimberly Birrell,6-2 6-2,128.0,101.0,566.0,750.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Varvara Gracheva,Caty Mcnally,6-3 6-4,69.0,540.0,925.0,88.0
Australian Open,Grand Slam,2025-01-14,Hard,R128,3,Elena Rybakina,Emerson Jones,6-1 6-1,7.0,293.0,4723.0,223.0
